,증상,제품명,효능,복용법
3,신트림,알마겔현탁액(알마게이트)(수출명:유만겔현탁액),"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 1~1.5 g을 1일 3회 식후 30분~1시간에 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.
4,신트림,포리라제정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부(상복부)팽만감, 체함, 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감에 사용합니다.","성인은 1회 1정, 1일 3회 식간(식사때와 식사때 사이에)에 복용합니다."
5,신트림,알마겔정(알마게이트)(수출명:유한가스트라겔정),"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.
6,신트림,제일알맥스현탁액(알마게이트),"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 1∼1.5 g을 1일 3회 식후 30분∼1시간에 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.
7,신트림,알마겔에프현탁액(알마게이트)(수출명:유만겔에프현탁액),"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 1∼1.5 g을 1일 3회 식후 30분∼1시간에 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.
8,신트림,알드린현탁액(알마게이트),"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 1∼1.5 g을 1일 3회 식후 30분∼1시간에 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.
9,신트림,영풍알마게이트정500밀리그램,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.",성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.
0,십이지장,겔포스현탁액(인산알루미늄겔),"이 약은 위.십이지장 궤양, 위염, 위산과다(속쓰림, 위통, 구역, 구토)의 제산작용 및 증상의 개선에 사용합니다.","성인은 1회 1포, 1일 3~4회 식간(식사때와 식사때 사이) 및 취침시 복용합니다.연령 또는 증상에 따라 적절히 증감합니다."
1,십이지장,일양노이겔현탁액(규산알루민산마그네슘),이 약은 위산과다 위ㆍ십이지장염 위염의 제산작용 및 증상의 개선에 사용합니다.,성인은 1회 1/2포~1포(0.5~1 g) 1일 3~4회 공복시에 복용합니다.연령 또는 증상에 따라 적절히 증감합니다.
2,십이지장,일양노이시린에이정(규산알루민산마그네슘),이 약은 위산과다 위ㆍ십이지장염 위염의 제산작용 및 증상의 개선에 사용합니다.,"성인은 1회 1~2정(0.5~1 g), 1일 3~4회 공복시에 복용합니다.연령 또는 증상에 따라 적절히 증감합니다."
3,십이지장,마그밀정(수산화마그네슘),"이 약은 위.십이지장궤양, 위염, 위산과다의 제산작용 및 증상의 개선, 변비증에 사용합니다.","위.십이지장궤양, 위염, 위산과다에는 산화마그네슘으로서 1일 2~5정(1~2.5 g)을 수회(여러 차례) 분할 복용, 변비증에는 1일 2~4정(1~2 g)을 1~2회 분할 복용합니다.연령, 증상에 따라 적절히 증감합니다."
4,십이지장,암포젤정(건조수산화알루미늄겔),"이 약은 위.십이지장궤양, 위염, 위산과다의 제산작용 및 증상의 개선에 사용합니다.","성인은 1회 1~2정(300~600 mg), 1일 3회 식간에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
5,십이지장,노루모현탁액,"이 약은 위.십이지장궤양, 위염, 위산과다의 제산작용 및 증상의 개선에 사용합니다.","성인은 1회 1포씩(1.212 g), 1일 3회 식간에 경구 복용합니다.연령, 증상에 따라 적절히 증감합니다."
6,십이지장,스파토민캡슐(디시클로민염산염),"이 약은 위·십이지장궤양, 위염, 대장염, 게실(곁주머니)염, 경련성 변비의 경련 완화에 사용합니다.","성인은 1회 1~2캡슐(10 ∼ 20 mg), 1일 3 ∼ 4회 복용합니다."
7,십이지장,포리부틴정(트리메부틴말레산염),"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
8,십이지장,스파부틴정100밀리그램(트리메부틴말레산염),"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
9,십이지장,타라부틴정(트리메부틴말레산염)(수출명:뉴트리소젠정),"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
0,아연,제텐씨정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 구각염, 구순염, 구내염, 설염, 습진, 피부염 증상의 완화, 햇빛,피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈·비출혈(코피) 예방과 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 1회 식후에 복용합니다."
1,아연,트레스비정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.","성인 및 12세이상 어린이는 1회 1정씩, 1일 1회 복용합니다."
2,아연,지-비타정,"이 약은 육체피로, 임신 · 수유기, 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 E, B1, B2, B6, C의 보급과 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈(코피) 예방과 아연의 보급에 사용합니다.","만 8세 이상 어린이, 청소년 및 성인은 1회 1정, 1일 1회 복용합니다."
3,아연,다보타민큐정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 1회 복용합니다."
4,아연,진셀몬에스이정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증, 뼈, 이의 발육불량, 구루병의 예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.","12세 이상 및 성인은 1회 1정씩, 1일 1회 복용합니다."
5,아연,하이비날골드정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 각기, 눈의 피로, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈, 코피예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.","성인은 1회 1정씩, 1일 1회 복용합니다."
6,아연,아로나민씨플러스정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의 피로, 햇빛 ㆍ 피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈, 코피 예방과 아연의 보급에 사용합니다.",만 12세 이상 어린이 및 성인은 1회 2정을 1일 1회 복용 또는 1회 1정씩 1일 2회 복용합니다.
7,아연,"삐콤씨에이스정
(수출명:유한삐콤씨에이스정)","이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈(코피) 예방과 아연의 보급에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 2회 복용합니다."
8,아연,비타콤비500정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈, 비출혈(코피) 예방과 아연의 보급에 사용합니다.","만 8세 이상 및 성인은 1회 1정씩, 1일 1회 복용합니다."
9,아연,테라빅정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로,  햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈(코피) 예방과 아연의 보급에 사용합니다.","성인은 1회 1정씩, 1일 1회 복용합니다."
0,알레르기,페니라민정(클로르페니라민말레산염),"이 약은 고초열(꽃가루 알레르기비염(코염)), 두드러기, 가려움성 피부질환(습진, 피부염, 피부가려움증, 약물발진), 알레르기 비염(코염), 혈관운동성 코염, 코감기에 의한 재채기, 콧물, 기침, 혈관운동성 부기에 사용합니다.",성인은 1회 1~3정(2~6 mg) 1일 2~4회 복용합니다.1일 12정(24 mg)을 초과하지 마십시오.
1,알레르기,액티피드정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다."
2,알레르기,쎄레스톤지크림,"이 약은 2차 감염된 알레르기성 또는 염증성 피부질환 (습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증)), 1도 화상에 사용합니다.",1일 1~3회 환부(질환분위)에 적당량을 바릅니다.
3,알레르기,액티피드시럽,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.",성인 및 12세 이상의 소아는 1회 10 mL를 1일 3회 매 식후에 복용합니다.
4,알레르기,페리나정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.",성인은 1회 1정 1일 3회 매 식후에 복용합니다.
5,알레르기,액티페린정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다."
6,알레르기,마스질정(클레마스틴푸마르산염),"이 약은 알레르기성 비염, 고초열, 두드러기, 소양성 피부질환(소양증, 습진, 피부염), 맥관신경성 부종, 코감기에 의한 재채기, 콧물, 기침에 사용합니다.","성인은 1회 1정(1 mg)을 1일 2회 아침, 저녁으로 복용합니다.1일 2정(2 mg)을 초과하지 마십시오.연령, 증상에 따라 적절히 증감합니다."
7,알레르기,알레크롬점안액(크로모글리크산나트륨),"이 약은 봄철 각막염이나 결막염, 알레르기성 결막염에 사용합니다.","1회 1~2방울, 1일 4회(아침, 점심, 저녁, 취침전) 점안합니다.증상에 따라 적절히 증감합니다."
8,알레르기,가네카정,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다."
9,알레르기,클레신점안액(크로모글리크산나트륨),"이 약은 봄철 각막염이나 결막염, 알레르기성 결막염에 사용합니다.","1회 1~2방울, 1일 4회(아침, 점심, 저녁, 취침전) 점안합니다.증상에 따라 적절히 증감합니다."
